year,journal,title,pmid,doi,publication_status,supplied_pdf_version,eligibility,disease_scope,source_role,official_category,official_category_status,primary_content_class,secondary_content_tags,tag_basis,reading_stage,main_read_completed_on,review_status,supplement_status,stk11_highlight,bibliography,reading_ledger,reading_evidence,source_disease_ids,source_tissue_ids,source_model_ids,source_use_roles,scope_curation_status,scope_reference,scope_reference_line,scope_boundary,scope_facet_status
2026,Clinical Cancer Research,Rilvegostomig for Metastatic Non-Small-Cell Lung Cancer: A First-In-Human Phase I/II Clinical Study,42574065,10.1158/1078-0432.ccr-26-0333,see source bibliography and intake manifest,not_classified_by_header,included,,,Research Article,official_generic_online_first,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,blood,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,27,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Role of ctDNA Tumor Fraction in Selecting Immunotherapy Based Regimens in Advanced Non-small Cell Lung Cancer,42440365,10.1158/1078-0432.ccr-25-3917,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,biomarker / liquid biopsy,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,28,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,RRAS and RRAS2 Mutations Are Recurrent Oncogenic Drivers in Lung Cancer and Are Sensitive to the Pan-RAS Inhibitor RMC-6236,41543339,10.1158/1078-0432.ccr-25-2734,see source bibliography and intake manifest,author_manuscript,included,,,Translational Mechanisms and Therapy,official_section,preclinical / translational,rras-rras2-functional-genomics-clonality-signaling-xenograft-pharmacology,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-pending15-language.md#pmid-41543339;ccr-2026-09-19-pending15-manifest.csv,nsclc;lung-adenocarcinoma,tumor,human-clinical;human-cell-line;mouse,lung-primary;preclinical-mechanism,curated-source-scope,ccr-2026-09-19-pending15-language.md,113,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Safety and Efficacy of Ceralasertib plus Olaparib for Advanced/Metastatic Triple-Negative Breast Cancer in Three Molecular Strata: The Phase II VIOLETTE Study,42765908,10.1158/1078-0432.CCR-26-1066,see source bibliography and intake manifest,publisher_hosted_manuscript,included,triple-negative breast cancer;not-lung-cancer,cross-tumor-clinical-methods,,pending_official_verification,randomized phase II trial,VIOLETTE;ATR;PARP;WEE1;homologous-recombination;BRCA;molecular-strata;negative-primary-endpoint;90%-CI;safety,bibliography content classification,main_text_deep_read_complete,2026-09-24,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-42765908-language.md,breast-cancer,,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2026-42765908-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,"Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy from a First-in-Human Study of Volrustomig, a Novel PD-1/CTLA-4 Bispecific Antibody",41701940,10.1158/1078-0432.ccr-25-3447,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,clinical trial,pd1-ctla4-bispecific-phase1-rna-tcr-imaging-pharmacodynamics-safety,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-batch2-language.md,mixed-solid-tumors;nsclc,tumor;blood;plasma,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2026-09-19-batch2-language.md,364,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Sequential Immune Activation of Effector T Cells as Biomarkers of Response to Durvalumab in Patients with Locally Advanced NSCLC,42189883,10.1158/1078-0432.ccr-25-3991,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,observational / epidemiology,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,blood,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,29,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Spatial Configuration of Pancreatic Cancer Is Associated with Disease Recurrence after Neoadjuvant Therapy and Curative-Intent Resection,42456051,10.1158/1078-0432.CCR-25-4968,see source bibliography and intake manifest,author_manuscript,included,post-neoadjuvant resected pancreatic ductal adenocarcinoma;CAP2/3;not-lung-cancer,cross-tumor-spatial-pathology-methods,Artificial Intelligence and Computational Oncology,official_section,retrospective computational pathology cohort,AI-pathology;spatial-histology;whole-slide-image;segmentation;bioinformatics;lymphocyte-distribution;RPTR;Cox;prognosis,bibliography content classification,main_text_deep_read_complete,2026-09-24,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-42456051-language.md,pancreatic-cancer,tumor,human-clinical;computational,cross-tumor-methods;computational-methods,curated-source-scope,ccr-2026-42456051-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Subcutaneously Administered Tislelizumab in Locally Advanced or Metastatic Non-Small Cell Lung Cancer: Pharmacokinetics and Safety Results from the BGB-A317-103 Phase I Study,41671081,10.1158/1078-0432.ccr-25-2173,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,translational / mixed,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,30,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,TAPISTRY: A Phase II Study of Atezolizumab in Patients with Tumor Mutational Burden–High Tumors,41511400,10.1158/1078-0432.CCR-25-3336,see source bibliography and intake manifest,publisher_typeset_pdf,included,TMB-high solid tumors;NSCLC n=6;SCLC n=2;no lung-specific efficacy analysis,cross-tumor-clinical-methods,Clinical Trials: Immunotherapy,official_section,phase II multicohort basket trial,TMB;atezolizumab;basket-trial;assay-harmonization;PD-L1;ORR;PFS;safety,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-41511400-language.md,mixed-solid-tumors;nsclc;sclc,tumor,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2026-41511400-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Targeting CD24 Activates Macrophages to Reduce Tumor Burden in Preclinical Models of Solid Tumors,42478960,10.1158/1078-0432.ccr-26-0481,see source bibliography and intake manifest,not_classified_by_header,included,,,New Drugs on the Horizon,official_section,preclinical,cd24-macrophage-phagocytosis-preclinical-scrna-adc-combination-toxicology,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-batch2-language.md,mixed-solid-tumors;sclc,tumor;blood,human-cell-line;human-tissue;ex-vivo;mouse;pdx,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2026-09-19-batch2-language.md,504,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,The Efficacy and Safety of Tislelizumab plus Anlotinib as First-Line Treatment in Advanced Pulmonary Sarcomatoid Carcinoma: A Single-Arm Phase II Trial,41894181,10.1158/1078-0432.ccr-25-4770,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,clinical trial,pulmonary-sarcomatoid-immunotherapy-antiangiogenic-phase2,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-supplement-language.md,pulmonary-sarcomatoid,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-09-19-supplement-language.md,1006,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,The genomic landscape and treatment outcomes associated with CDKN2A/MTAP loss in patients with non-small cell lung cancer,42507545,10.1158/1078-0432.ccr-26-0771,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,translational / mixed,multi-omics-biomarker,single-paper curated language domains,main_text_deep_read_complete,2026-09-07,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-translational-mechanisms-fulltext-language.md;ccr-phrase-patterns.md,nsclc,tumor,human-clinical;computational,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-translational-mechanisms-fulltext-language.md,19,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
