"entry_id","catalog_version","expression","primary_section","secondary_sections","function","domain","unit_type","evidence_tier","source_set","source_article_ids","provenance_granularity","source_asset","source_container","source_heading","source_line","reuse_status"
"CCRLANG-6751","2026-09-26","Prospective intervention studies are needed to determine whether acting on molecular persistence improves outcomes.","conclusion","","bounded-synthesis","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Conclusion frames","119","synthetic-frame"
"CCRLANG-6752","2026-09-26","A driver-specific monitoring strategy may identify an at-risk subgroup, without yet establishing benefit from changing treatment.","translational-relevance","","translation-boundary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Translational relevance frames","125","synthetic-frame"
"CCRLANG-6753","2026-09-26","Describe specimen availability at each time point, define the paired baseline-positive population, report clearance and landmark outcomes, compare radiographic and multi-variant measures, then disclose copy-number and CHIP-related limitations.","results","","section-paragraph-synthesis","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","paragraph-model","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Results paragraph","131","synthetic-model"
"CCRLANG-6754","2026-09-26","allele-specific therapeutic vulnerability","abstract-background","","abstract-background-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract background","23","synthetic-frame"
"CCRLANG-6755","2026-09-26","Distinct activating alleles were investigated as potentially nonequivalent biological states rather than a single homogeneous molecular subgroup.","abstract-background","","abstract-background-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract background","25","synthetic-frame"
"CCRLANG-6756","2026-09-26","isogenic experimental platform","abstract-methods","","abstract-methods-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract methods","31","synthetic-frame"
"CCRLANG-6757","2026-09-26","Controlled allele comparisons were complemented by separate clinical-genomic and tumor-expression datasets to distinguish intrinsic from context-dependent features.","abstract-methods","","abstract-methods-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract methods","33","synthetic-frame"
"CCRLANG-6758","2026-09-26","differential co-mutation enrichment","abstract-results","","abstract-results-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract results","39","synthetic-frame"
"CCRLANG-6759","2026-09-26","Alleles differed in co-alteration patterns and experimental drug sensitivity, whereas allele-stratified overall survival was not significantly different in the clinical cohort.","abstract-results","","abstract-results-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract results","41","synthetic-frame"
"CCRLANG-6760","2026-09-26","Allele-aware stratification may improve study design, but experimental sensitivity should not be presented as established patient benefit.","abstract-conclusion","","abstract-conclusion-summary","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Abstract conclusion","47","synthetic-frame"
"CCRLANG-6761","2026-09-26","residue-specific oncogenic properties","introduction","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Introduction vocabulary","53","conventional-term-or-collocation"
"CCRLANG-6762","2026-09-26","context-dependent signaling","introduction","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Introduction vocabulary","55","conventional-term-or-collocation"
"CCRLANG-6763","2026-09-26","A shared driver-gene label can conceal differences in biochemical activity and accompanying genomic alterations.","introduction","","introduction-evidence-reporting","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","retrospective-genomics-with-preclinical-mechanism","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Introduction frames","61","synthetic-frame"
"CCRLANG-6764","2026-09-26","GTP-bound fraction","methods","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Methods vocabulary","67","conventional-term-or-collocation"
"CCRLANG-6765","2026-09-26","conditional odds ratio","methods","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Methods vocabulary","69","conventional-term-or-collocation"
"CCRLANG-6766","2026-09-26","mutual-exclusivity analysis","methods","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Methods vocabulary","71","conventional-term-or-collocation"
"CCRLANG-6767","2026-09-26","false-discovery-rate adjustment","methods","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Methods vocabulary","73","conventional-term-or-collocation"
"CCRLANG-6768","2026-09-26","Co-alteration enrichment was tested against an explicitly defined reference group, with effect estimates and multiplicity thresholds reported separately from expression analyses.","methods","","methods-evidence-reporting","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","retrospective-genomics-with-preclinical-mechanism","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Methods frames","79","synthetic-frame"
"CCRLANG-6769","2026-09-26","growth advantage under nutrient restriction","results","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Results vocabulary","85","conventional-term-or-collocation"
"CCRLANG-6770","2026-09-26","enriched relative to wild-type tumors","results","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Results vocabulary","87","conventional-term-or-collocation"
"CCRLANG-6771","2026-09-26","no detectable allele-specific survival difference","results","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Results vocabulary","89","conventional-term-or-collocation"
"CCRLANG-6772","2026-09-26","The subgroup exhibited a distinct genomic context, but the corresponding biological differences did not translate into a demonstrated survival separation.","results","","results-evidence-reporting","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","sentence-frame","retrospective-genomics-with-preclinical-mechanism","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Results frames","95","synthetic-frame"
"CCRLANG-6773","2026-09-26","intrinsic versus contextual effects","discussion","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Discussion vocabulary","101","conventional-term-or-collocation"
"CCRLANG-6774","2026-09-26","treatment-access confounding","discussion","","terminology","genomics;co-mutations;STK11;bulk-transcriptomics;bioinformatics;targeted-therapy;basic-experiments;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35091439","35091439","single-paper-synthesis","ccr-2022-35091439-language.md","PMID 35091439","Discussion vocabulary","103","conventional-term-or-collocation"
